# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-F" "GFF" "-a" "GCF_000006945.2_ASM694v2_genomic.gff" "-o" "analysis_results/counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "analysis_results/aligned/ERR12322786_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analysis_results/aligned/ERR12322786_sorted.bam
STM4099	NC_003197.2	4309144	4309477	-	334	1513
STM4100	NC_003197.2	4309711	4310886	+	1176	3393
STM4101	NC_003197.2	4310878	4313321	+	2444	7614
STM4102	NC_003197.2	4313437	4314301	-	865	0
STM4103	NC_003197.2	4315530	4316658	-	1129	3718
STM4104	NC_003197.2	4316785	4318346	+	1562	4712
STM4105	NC_003197.2	4318378	4319431	+	1054	3018
STM4106	NC_003197.2	4319437	4321776	+	2340	6972
STM4107	NC_003197.2	4321834	4322463	-	630	0
STM4108	NC_003197.2	4322716	4323833	-	1118	3434
STM4109	NC_003197.2	4323831	4324504	-	674	2038
STM4110	NC_003197.2	4324504	4327011	-	2508	2
STM4112	NC_003197.2	4327301	4328393	+	1093	0
STM4113	NC_003197.2	4328396	4328728	+	333	0
STM4114	NC_003197.2	4328815	4331124	+	2310	108
STM4115	NC_003197.2	4331077	4331968	+	892	0
STM4116	NC_003197.2	4331958	4332323	+	366	0
STM4117	NC_003197.2	4332310	4333173	-	864	2973
STM4118	NC_003197.2	4333322	4335067	-	1746	5849
STM4119	NC_003197.2	4335266	4337927	-	2662	8701
STM4120	NC_003197.2	4338286	4339524	-	1239	3531
STM4121	NC_003197.2	4339438	4340530	+	1093	2741
STM4122	NC_003197.2	4340529	4341314	+	786	2583
STM4123	NC_003197.2	4341419	4342808	+	1390	4912
STM4125	NC_003197.2	4343021	4344010	+	990	2832
STM4126	NC_003197.2	4343993	4345408	-	1416	4387
STM4127	NC_003197.2	4345577	4346227	+	651	2151
STM4128	NC_003197.2	4346232	4346602	+	371	913
STM4129	NC_003197.2	4346649	4347894	-	1246	4062
STM4130	NC_003197.2	4348109	4349967	+	1859	5657
STM4131	NC_003197.2	4349912	4350763	+	852	2604
STM4132	NC_003197.2	4351143	4352686	+	1544	3593
STM4133	NC_003197.2	4352754	4352827	+	74	168
STM4134	NC_003197.2	4352942	4353014	+	73	435
STM4135	NC_003197.2	4353200	4356193	+	2994	7943
STM4136	NC_003197.2	4356386	4356506	+	121	1356
STM4137	NC_003197.2	4356672	4357713	+	1042	3491
STM4138	NC_003197.2	4357696	4358672	+	977	2675
STM4139	NC_003197.2	4358707	4359670	-	964	3105
STM4141	NC_003197.2	4359866	4360039	-	174	529
STM4142	NC_003197.2	4360059	4360131	+	73	6
STM4143	NC_003197.2	4360143	4360224	+	82	227
STM4144	NC_003197.2	4360344	4360415	+	72	138
STM4145	NC_003197.2	4360425	4360497	+	73	122
STM4146	NC_003197.2	4360604	4361800	+	1197	4858
STM4147	NC_003197.2	4362019	4362413	+	395	1234
STM4148	NC_003197.2	4362404	4362960	+	557	1697
STM4149	NC_003197.2	4363106	4363546	+	441	1350
STM4150	NC_003197.2	4363535	4364254	+	720	2252
STM4151	NC_003197.2	4364660	4365171	+	512	1714
STM4152	NC_003197.2	4365224	4365603	+	380	1321
STM4153	NC_003197.2	4365911	4369949	+	4039	12825
STM4154	NC_003197.2	4370012	4374249	+	4238	13519
STM4155	NC_003197.2	4374291	4374614	+	324	124
STM4156	NC_003197.2	4374620	4374969	-	350	1100
STM4157	NC_003197.2	4375357	4376373	+	1017	0
STM4158	NC_003197.2	4376696	4376884	+	189	944
STM4159	NC_003197.2	4377035	4378182	-	1148	3702
STM4160	NC_003197.2	4378165	4378947	-	783	2213
STM4161	NC_003197.2	4378937	4379143	-	207	104
STM4162	NC_003197.2	4379118	4379888	-	771	1753
STM4163	NC_003197.2	4379869	4380515	-	647	1636
STM4164	NC_003197.2	4380504	4382411	-	1908	6081
STM4165	NC_003197.2	4382763	4383263	-	501	1671
STM4166	NC_003197.2	4383327	4384117	+	791	2216
STM4167	NC_003197.2	4384145	4385222	+	1078	2990
STM4168	NC_003197.2	4385221	4385903	+	683	1770
STM4169	NC_003197.2	4385945	4386535	+	591	1884
STM4170	NC_003197.2	4386711	4386994	+	284	961
STM4171	NC_003197.2	4387006	4387698	+	693	2016
STM4172	NC_003197.2	4387740	4388209	-	470	1480
STM4173	NC_003197.2	4388437	4389846	+	1410	4668
STM4174	NC_003197.2	4389838	4391177	+	1340	4064
STM4175	NC_003197.2	4391174	4392475	-	1302	4296
STM4176	NC_003197.2	4392475	4394201	-	1727	5141
STM4177	NC_003197.2	4394688	4396232	+	1545	3869
STM4178	NC_003197.2	4396316	4396388	+	73	199
STM4179	NC_003197.2	4396624	4399617	+	2994	5950
STM4180	NC_003197.2	4399810	4399931	+	122	1064
STM4181	NC_003197.2	4400260	4400708	-	449	1186
STM4182	NC_003197.2	4400666	4401783	+	1118	3108
STM4183	NC_003197.2	4401864	4403653	+	1790	5506
STM4184	NC_003197.2	4403670	4404989	+	1320	3989
STM4185	NC_003197.2	4405080	4406842	+	1763	5040
STM4186	NC_003197.2	4406806	4407217	-	412	840
STM4187	NC_003197.2	4407224	4408060	-	837	2314
STM4188	NC_003197.2	4408069	4412035	+	3967	12534
STM4189	NC_003197.2	4412285	4413933	+	1649	5576
STM4190	NC_003197.2	4414009	4414712	-	704	2270
STM4191	NC_003197.2	4414770	4414871	+	102	93
STM4192	NC_003197.2	4414899	4415445	+	547	1402
STM4193	NC_003197.2	4415480	4416361	+	882	2424
STM4194	NC_003197.2	4416358	4416642	-	285	925
STM4195	NC_003197.2	4416728	4417676	-	949	0
STM4196	NC_003197.2	4417931	4418664	-	734	0
STM4197	NC_003197.2	4418856	4419153	-	298	0
STM4198	NC_003197.2	4419395	4419856	-	462	0
STM4199	NC_003197.2	4419847	4420457	-	611	0
STM4200	NC_003197.2	4420457	4422209	-	1753	0
STM4201	NC_003197.2	4422205	4422844	-	640	0
STM4202	NC_003197.2	4422830	4423952	-	1123	0
STM4203	NC_003197.2	4423936	4424301	-	366	0
STM4204	NC_003197.2	4424459	4426012	-	1554	0
STM4205	NC_003197.2	4426006	4426943	-	938	0
STM4206	NC_003197.2	4426932	4427294	-	363	0
STM4207	NC_003197.2	4427622	4428351	-	730	0
STM4208	NC_003197.2	4428354	4429404	-	1051	0
STM4209	NC_003197.2	4429385	4429602	-	218	0
STM4210	NC_003197.2	4429594	4430552	-	959	0
STM4211	NC_003197.2	4430547	4432901	-	2355	0
STM4212	NC_003197.2	4433455	4433986	-	532	0
STM4213	NC_003197.2	4433979	4435413	-	1435	0
STM4214	NC_003197.2	4435396	4435600	-	205	0
STM4215	NC_003197.2	4435590	4436052	-	463	0
STM4216	NC_003197.2	4436205	4436525	-	321	0
STM4217	NC_003197.2	4436532	4437143	-	612	0
STM4218	NC_003197.2	4437140	4437435	-	296	0
STM4219	NC_003197.2	4438143	4438350	+	208	0
STM4220	NC_003197.2	4438483	4439841	-	1359	4652
STM4221	NC_003197.2	4440161	4441826	+	1666	5755
STM4222	NC_003197.2	4442257	4442512	+	256	916
STM4223	NC_003197.2	4442546	4443214	+	669	1702
STM4224	NC_003197.2	4443197	4443948	+	752	1735
STM4225	NC_003197.2	4443940	4446044	+	2105	6314
STM4226	NC_003197.2	4446175	4446597	+	423	1617
STM4227	NC_003197.2	4446763	4447669	-	907	2761
STM4228	NC_003197.2	4447668	4449225	-	1558	4512
STM4229	NC_003197.2	4449344	4450603	-	1260	4552
STM4230	NC_003197.2	4450883	4452005	+	1123	3838
STM4231	NC_003197.2	4452083	4453452	+	1370	4382
STM4232	NC_003197.2	4453604	4454533	+	930	3629
STM4233	NC_003197.2	4454700	4455211	+	512	1590
STM4234	NC_003197.2	4455212	4456097	+	886	2534
STM4235	NC_003197.2	4456196	4458633	-	2438	8191
STM4236	NC_003197.2	4458775	4459155	+	381	1227
STM4237	NC_003197.2	4459198	4459872	+	675	2245
STM4238	NC_003197.2	4460038	4461376	+	1339	4476
STM4239	NC_003197.2	4461373	4461486	+	114	2
STM4240	NC_003197.2	4461496	4461717	+	222	590
STM4241	NC_003197.2	4461816	4462341	-	526	1986
STM4242	NC_003197.2	4462574	4463888	+	1315	4846
STM4243	NC_003197.2	4463976	4464974	+	999	3169
STM4244	NC_003197.2	4465129	4465384	+	256	1166
STM4245	NC_003197.2	4465559	4466550	-	992	3174
STM4246	NC_003197.2	4466589	4468022	+	1434	4299
STM4247	NC_003197.2	4468043	4469133	+	1091	3807
STM4248	NC_003197.2	4469271	4470512	+	1242	4486
STM4249	NC_003197.2	4470688	4471412	+	725	2715
STM4250	NC_003197.2	4471529	4471957	+	429	1133
STM4251	NC_003197.2	4471947	4472316	+	370	643
STM4252	NC_003197.2	4472317	4472661	-	345	666
STM4253	NC_003197.2	4472642	4473100	-	459	1208
STM4254	NC_003197.2	4473229	4476217	-	2989	9159
STM4255	NC_003197.2	4476019	4476135	+	117	0
STM4256	NC_003197.2	4476202	4476832	+	631	1987
STM4257	NC_003197.2	4477865	4478505	+	641	1764
STM4258	NC_003197.2	4478496	4479890	+	1395	3698
STM4259	NC_003197.2	4479873	4481199	+	1327	3466
STM4260	NC_003197.2	4481196	4482473	+	1278	3538
STM4261	NC_003197.2	4482490	4499169	+	16680	50060
STM4262	NC_003197.2	4499202	4501275	+	2074	6375
STM4263	NC_003197.2	4501553	4501847	-	295	1506
STM4264	NC_003197.2	4502379	4503998	+	1620	4726
STM4265	NC_003197.2	4503986	4504404	-	419	546
STM4266	NC_003197.2	4504334	4504854	+	521	1374
STM4267	NC_003197.2	4505139	4505815	+	677	2552
STM4268	NC_003197.2	4506147	4507511	+	1365	4646
STM4269	NC_003197.2	4507651	4509307	+	1657	5421
STM4270	NC_003197.2	4509402	4510296	-	895	3012
STM4271	NC_003197.2	4510386	4510803	+	418	992
STM4272	NC_003197.2	4510790	4511485	+	696	1627
STM4273	NC_003197.2	4511524	4513187	-	1664	4607
STM4274	NC_003197.2	4513170	4513499	-	330	1057
STM4275	NC_003197.2	4513730	4515703	-	1974	6552
STM4276	NC_003197.2	4515875	4516021	+	147	147
STM4277	NC_003197.2	4515928	4517556	+	1629	4679
STM4278	NC_003197.2	4517581	4518234	+	654	1652
STM4279	NC_003197.2	4518220	4518902	+	683	1721
STM4280	NC_003197.2	4518888	4519855	+	968	2363
STM4281	NC_003197.2	4519832	4522070	+	2239	5478
STM4282	NC_003197.2	4522051	4522687	+	637	1919
STM4283	NC_003197.2	4523016	4524342	+	1327	4801
STM4284	NC_003197.2	4524500	4525189	-	690	2685
STM4285	NC_003197.2	4525366	4527520	-	2155	7374
STM4286	NC_003197.2	4527868	4528782	-	915	3435
STM4287	NC_003197.2	4529034	4529512	-	479	1741
STM4288	NC_003197.2	4529620	4530075	-	456	1481
STM4289	NC_003197.2	4530183	4530530	-	348	1348
STM4290	NC_003197.2	4530938	4532488	+	1551	5148
STM4291	NC_003197.2	4532655	4533725	-	1071	3153
STM4292	NC_003197.2	4533735	4534418	-	684	1740
STM4293	NC_003197.2	4534400	4536057	-	1658	4948
STM4294	NC_003197.2	4536177	4537528	-	1352	4544
STM4295	NC_003197.2	4537654	4538428	-	775	2573
STM4296	NC_003197.2	4538713	4540994	-	2282	7141
STM4297	NC_003197.2	4541213	4542207	-	995	3314
STM4298	NC_003197.2	4542282	4543769	+	1488	4547
STM4299	NC_003197.2	4543843	4545283	+	1441	4696
STM4300	NC_003197.2	4545381	4547067	-	1687	5358
STM4301	NC_003197.2	4547123	4548477	-	1355	4123
STM4302	NC_003197.2	4548610	4548882	-	273	1137
STM4303	NC_003197.2	4549193	4549924	-	732	2402
STM4304	NC_003197.2	4549909	4551550	-	1642	5119
STM4305	NC_003197.2	4551969	4554325	+	2357	7818
STM4306	NC_003197.2	4554332	4554965	+	634	1503
STM4307	NC_003197.2	4554951	4555731	+	781	1866
STM4308	NC_003197.2	4555742	4556400	+	659	1928
STM4309	NC_003197.2	4556484	4557888	-	1405	4677
STM4310	NC_003197.2	4558188	4559093	+	906	2982
STM4311	NC_003197.2	4559426	4559890	+	465	2068
STM4312	NC_003197.2	4560099	4560368	-	270	786
STM4313	NC_003197.2	4560376	4560595	-	220	584
STM4314	NC_003197.2	4560614	4560901	-	288	472
STM4315	NC_003197.2	4560898	4561780	-	883	2604
STM4316	NC_003197.2	4562038	4562259	-	222	1041
STM4317	NC_003197.2	4562569	4562869	+	301	887
STM4318	NC_003197.2	4562858	4563357	+	500	1244
STM4319	NC_003197.2	4563605	4564364	-	760	2795
STM4320	NC_003197.2	4566008	4566347	+	340	0
STM4321	NC_003197.2	4566593	4566665	-	73	587
STM4322	NC_003197.2	4566786	4567373	-	588	1807
STM4323	NC_003197.2	4567398	4569120	-	1723	4643
STM4324	NC_003197.2	4569077	4569433	-	357	907
STM4325	NC_003197.2	4569545	4570859	-	1315	4352
STM4326	NC_003197.2	4570961	4572466	-	1506	4912
STM4327	NC_003197.2	4572699	4573214	+	516	1736
STM4328	NC_003197.2	4573273	4574529	-	1257	4054
STM4329	NC_003197.2	4574776	4575083	+	308	1004
STM4330	NC_003197.2	4575113	4576773	+	1661	5259
STM4331	NC_003197.2	4576999	4577370	+	372	1263
STM4332	NC_003197.2	4577418	4578288	-	871	2940
STM4333	NC_003197.2	4578557	4579604	-	1048	3238
STM4334	NC_003197.2	4579617	4580192	+	576	1395
STM4335	NC_003197.2	4580211	4580387	+	177	460
STM4336	NC_003197.2	4580488	4580641	+	154	472
STM4337	NC_003197.2	4580672	4581263	-	592	1784
STM4338	NC_003197.2	4581504	4581833	+	330	1229
STM4339	NC_003197.2	4581850	4582396	-	547	2007
STM4340	NC_003197.2	4582495	4582866	-	372	971
STM4341	NC_003197.2	4582865	4583272	-	408	791
STM4342	NC_003197.2	4583271	4584018	-	748	1773
STM4343	NC_003197.2	4583998	4585927	-	1930	6437
STM4344	NC_003197.2	4586097	4587088	+	992	3507
STM4345	NC_003197.2	4587301	4588816	+	1516	5019
STM4346	NC_003197.2	4588855	4589182	+	328	0
STM4347	NC_003197.2	4589249	4592587	-	3339	10441
STM4348	NC_003197.2	4592594	4593574	-	981	2646
STM4349	NC_003197.2	4593654	4594730	-	1077	3280
STM4350	NC_003197.2	4594801	4595358	+	558	1627
STM4351	NC_003197.2	4595420	4596166	-	747	2580
STM4352	NC_003197.2	4596428	4596500	+	73	991
STM4353	NC_003197.2	4596660	4596732	+	73	203
STM4354	NC_003197.2	4596892	4596964	+	73	516
STM4355	NC_003197.2	4597245	4598413	-	1169	3028
STM4356	NC_003197.2	4598214	4599930	+	1717	4138
STM4357	NC_003197.2	4599902	4600363	+	462	997
STM4358	NC_003197.2	4600369	4601699	+	1331	3753
STM4359	NC_003197.2	4601698	4603565	+	1868	5905
STM4360	NC_003197.2	4603551	4604508	+	958	3019
STM4361	NC_003197.2	4604579	4604899	+	321	851
STM4362	NC_003197.2	4604959	4606251	+	1293	4052
STM4363	NC_003197.2	4606453	4607725	+	1273	3837
STM4364	NC_003197.2	4607714	4608732	+	1019	2917
STM4365	NC_003197.2	4608800	4609008	+	209	487
STM4366	NC_003197.2	4609047	4610409	+	1363	4347
STM4367	NC_003197.2	4610607	4611041	+	435	1453
STM4368	NC_003197.2	4611068	4613517	+	2450	7554
STM4369	NC_003197.2	4613595	4614339	+	745	2436
STM4370	NC_003197.2	4614460	4614875	+	416	1068
STM4371	NC_003197.2	4614878	4615588	+	711	1959
STM4372	NC_003197.2	4615582	4616658	+	1077	173
STM4373	NC_003197.2	4616623	4617314	+	692	1704
STM4374	NC_003197.2	4617322	4617730	+	409	723
STM4375	NC_003197.2	4617730	4618378	+	649	1515
STM4376	NC_003197.2	4618366	4619544	+	1179	3262
STM4377	NC_003197.2	4619519	4621251	+	1733	5191
STM4378	NC_003197.2	4621296	4621629	-	334	1156
STM4379	NC_003197.2	4621702	4622044	-	343	1432
STM4380	NC_003197.2	4622203	4622964	+	762	2479
STM4381	NC_003197.2	4622961	4623728	-	768	2407
STM4382	NC_003197.2	4623821	4624897	-	1077	3336
STM4383	NC_003197.2	4625215	4626645	+	1431	4473
STM4384	NC_003197.2	4626647	4626966	+	320	533
STM4385	NC_003197.2	4626965	4627440	+	476	995
STM4386	NC_003197.2	4627442	4628104	+	663	1782
STM4387	NC_003197.2	4628103	4628968	+	866	2085
STM4388	NC_003197.2	4628954	4629654	+	701	2057
STM4389	NC_003197.2	4629783	4630071	-	289	0
STM4390	NC_003197.2	4630248	4630458	+	211	212
STM4391	NC_003197.2	4630516	4630924	+	409	1045
STM4392	NC_003197.2	4630914	4631245	+	332	503
STM4393	NC_003197.2	4631235	4631477	+	243	412
STM4394	NC_003197.2	4631507	4631968	+	462	1432
STM4395	NC_003197.2	4632105	4633042	+	938	2724
STM4396	NC_003197.2	4633092	4633740	-	649	2220
STM4397	NC_003197.2	4633886	4634567	+	682	2772
STM4398	NC_003197.2	4634850	4636272	+	1423	4966
STM4399	NC_003197.2	4636384	4637058	-	675	2338
STM4400	NC_003197.2	4637149	4638126	-	978	3310
STM4401	NC_003197.2	4638195	4639055	-	861	2663
STM4402	NC_003197.2	4639118	4639517	+	400	1270
STM4403	NC_003197.2	4639575	4641589	-	2015	6543
STM4404	NC_003197.2	4641776	4642526	+	751	2420
STM4405	NC_003197.2	4642516	4643084	-	569	1722
STM4406	NC_003197.2	4643321	4643606	+	286	1010
STM4407	NC_003197.2	4643691	4645045	-	1355	4441
STM4408	NC_003197.2	4645217	4645866	-	650	2504
STM4409	NC_003197.2	4646057	4647801	+	1745	5507
STM4410	NC_003197.2	4647784	4651577	+	3794	11638
STM4411	NC_003197.2	4651580	4651924	+	345	914
STM4412	NC_003197.2	4651978	4653192	-	1215	3377
STM4413	NC_003197.2	4653183	4654346	-	1164	3770
STM4414	NC_003197.2	4654756	4655298	-	543	2001
STM4415	NC_003197.2	4655513	4656524	-	1012	3631
STM4416	NC_003197.2	4656672	4658065	+	1394	4481
STM4417	NC_003197.2	4658556	4659389	+	834	0
STM4418	NC_003197.2	4659440	4660890	-	1451	0
STM4419	NC_003197.2	4661326	4662768	+	1443	0
STM4420	NC_003197.2	4663121	4663938	-	818	0
STM4421	NC_003197.2	4663955	4665467	-	1513	0
STM4422	NC_003197.2	4665476	4665778	-	303	0
STM4423	NC_003197.2	4665896	4666725	+	830	0
STM4424	NC_003197.2	4666985	4667905	+	921	0
STM4425	NC_003197.2	4667917	4668934	+	1018	0
STM4426	NC_003197.2	4669025	4670374	+	1350	0
STM4427	NC_003197.2	4670367	4671208	+	842	0
STM4428	NC_003197.2	4671205	4672377	-	1173	130
STM4430	NC_003197.2	4672432	4674369	-	1938	0
STM4429	NC_003197.2	4672432	4673232	-	801	0
STM4431	NC_003197.2	4674786	4676726	+	1941	0
STM4432	NC_003197.2	4675917	4676726	+	810	0
STM4433	NC_003197.2	4676901	4677929	+	1029	0
STM4434	NC_003197.2	4677995	4679228	+	1234	0
STM4435	NC_003197.2	4679383	4680204	+	822	0
STM4436	NC_003197.2	4680252	4681141	+	890	0
STM4437	NC_003197.2	4681197	4681760	-	564	1977
STM4438	NC_003197.2	4681825	4683196	+	1372	4307
STM4439	NC_003197.2	4683282	4683681	+	400	1409
STM4440	NC_003197.2	4683959	4684297	+	339	1062
STM4441	NC_003197.2	4684301	4684670	+	370	701
STM4442	NC_003197.2	4684666	4684972	+	307	564
STM4443	NC_003197.2	4684990	4685771	+	782	2062
STM4444	NC_003197.2	4685777	4686427	+	651	1711
STM4445	NC_003197.2	4686479	4687619	+	1141	3203
STM4446	NC_003197.2	4687597	4688721	+	1125	3165
STM4447	NC_003197.2	4688718	4689458	+	741	1884
STM4448	NC_003197.2	4689467	4691388	+	1922	5932
STM4449	NC_003197.2	4691455	4691708	+	254	522
STM4450	NC_003197.2	4691685	4691982	+	298	374
STM4451	NC_003197.2	4691986	4692463	-	478	1359
STM4452	NC_003197.2	4692571	4694720	-	2150	7150
STM4453	NC_003197.2	4695118	4696782	-	1665	6252
STM4455	NC_003197.2	4698375	4699397	-	1023	3601
STM4456	NC_003197.2	4699691	4702414	+	2724	8915
STM4457	NC_003197.2	4702530	4702982	-	453	0
STM4458	NC_003197.2	4703051	4703448	-	398	1256
STM4459	NC_003197.2	4703514	4703989	-	476	1075
STM4460	NC_003197.2	4703988	4705119	-	1132	2849
STM4461	NC_003197.2	4704959	4705068	-	110	0
STM4462	NC_003197.2	4705027	4705180	+	154	0
STM4463	NC_003197.2	4705150	4705644	-	495	1591
STM4464	NC_003197.2	4705825	4707236	-	1412	4579
STM4465	NC_003197.2	4707284	4708294	-	1011	3263
STM4466	NC_003197.2	4708400	4709339	-	940	3005
STM4467	NC_003197.2	4709343	4710569	-	1227	3760
STM4468	NC_003197.2	4711228	4711691	+	464	1585
STM4469	NC_003197.2	4711765	4712843	-	1079	3461
STM4470	NC_003197.2	4712923	4713351	+	429	1019
STM4471	NC_003197.2	4713363	4714175	+	813	2777
STM4472	NC_003197.2	4714409	4714904	-	496	1845
STM4473	NC_003197.2	4715004	4715507	-	504	1926
STM4474	NC_003197.2	4715688	4716889	+	1202	3937
STM4475	NC_003197.2	4717031	4719895	-	2865	9115
STM4476	NC_003197.2	4719886	4720376	-	491	1479
STM4477	NC_003197.2	4720466	4721991	-	1526	4946
STM4478	NC_003197.2	4722021	4722140	-	120	414
STM4479	NC_003197.2	4722372	4723472	+	1101	3417
STM4480	NC_003197.2	4723459	4724554	+	1096	3486
STM4481	NC_003197.2	4724749	4725758	-	1010	3201
STM4482	NC_003197.2	4725811	4727137	-	1327	4043
STM4483	NC_003197.2	4727192	4727969	-	778	2175
STM4484	NC_003197.2	4727981	4729021	-	1041	3320
STM4485	NC_003197.2	4729218	4729759	+	542	1697
STM4486	NC_003197.2	4729787	4730818	-	1032	3403
STM4487	NC_003197.2	4731014	4731095	+	82	682
STM4488	NC_003197.2	4731324	4731619	+	296	1246
STM4489	NC_003197.2	4731975	4735496	+	3522	10921
STM4490	NC_003197.2	4735588	4736582	+	995	3235
STM4491	NC_003197.2	4736695	4738785	-	2091	6252
STM4492	NC_003197.2	4738790	4741391	-	2602	7504
STM4493	NC_003197.2	4741390	4742215	-	826	1860
STM4494	NC_003197.2	4742189	4743287	-	1099	2817
STM4495	NC_003197.2	4743280	4746964	-	3685	6867
STM4496	NC_003197.2	4747003	4750644	-	3642	10899
STM4497	NC_003197.2	4750656	4751265	-	610	1550
STM4498	NC_003197.2	4751255	4751863	-	609	1825
STM4499	NC_003197.2	4752683	4753414	-	732	2450
STM4500	NC_003197.2	4753959	4755596	-	1638	5085
STM4501	NC_003197.2	4755595	4755858	-	264	984
STM4502	NC_003197.2	4756335	4756949	+	615	2246
STM4503	NC_003197.2	4757456	4758196	+	741	0
STM4504	NC_003197.2	4758465	4759383	+	919	3151
STM4505	NC_003197.2	4759582	4760049	+	468	1629
STM4506	NC_003197.2	4760046	4760720	-	675	2117
STM4507	NC_003197.2	4761051	4761843	+	793	2618
STM4508	NC_003197.2	4761844	4762864	-	1021	3005
STM4509	NC_003197.2	4763572	4764105	+	534	2314
STM4510	NC_003197.2	4764340	4765078	+	739	2527
STM4511	NC_003197.2	4765084	4766006	-	923	2709
STM4512	NC_003197.2	4766111	4767294	-	1184	3332
STM4513	NC_003197.2	4767296	4767770	-	475	1057
STM4514	NC_003197.2	4767754	4768638	-	885	2770
STM4515	NC_003197.2	4769298	4770492	-	1195	3887
STM4516	NC_003197.2	4770702	4771993	-	1292	4095
STM4517	NC_003197.2	4772060	4773317	-	1258	4387
STM4518	NC_003197.2	4773774	4774295	+	522	2432
STM4519	NC_003197.2	4774469	4775846	+	1378	4872
STM4520	NC_003197.2	4775941	4776084	-	144	151
STM4521	NC_003197.2	4776039	4776215	+	177	164
STM4522	NC_003197.2	4776290	4776998	-	709	2016
STM4523	NC_003197.2	4777065	4777412	-	348	780
STM4524	NC_003197.2	4777624	4779044	-	1421	0
STM4525	NC_003197.2	4779030	4780630	-	1601	0
STM4526	NC_003197.2	4780777	4784306	-	3530	0
STM4527	NC_003197.2	4784471	4785398	+	928	0
STM4528	NC_003197.2	4785662	4785954	+	293	0
STM4529	NC_003197.2	4785934	4786243	+	310	0
STM4530	NC_003197.2	4786318	4787285	-	968	2932
STM4531	NC_003197.2	4787285	4787500	-	216	457
STM4532	NC_003197.2	4787583	4789744	-	2162	7010
STM4533	NC_003197.2	4790085	4791761	+	1677	6018
STM4534	NC_003197.2	4792078	4794850	+	2773	9143
STM4535	NC_003197.2	4794946	4795374	+	429	1059
STM4536	NC_003197.2	4795382	4795850	+	469	1078
STM4537	NC_003197.2	4795869	4796655	+	787	2027
STM4538	NC_003197.2	4796642	4797481	+	840	2064
STM4539	NC_003197.2	4797488	4798555	+	1068	2939
STM4540	NC_003197.2	4798552	4799583	+	1032	3266
STM4541	NC_003197.2	4799717	4801969	-	2253	7346
STM4542	NC_003197.2	4802291	4802764	-	474	2073
STM4543	NC_003197.2	4802810	4803566	-	757	2248
STM4544	NC_003197.2	4803550	4804099	-	550	1501
STM4545	NC_003197.2	4804182	4804670	-	489	1243
STM4546	NC_003197.2	4804646	4805572	-	927	2857
STM4547	NC_003197.2	4806127	4806860	+	734	2068
STM4548	NC_003197.2	4806805	4807495	+	691	1520
STM4549	NC_003197.2	4807546	4808012	-	467	1485
STM4550	NC_003197.2	4808155	4808943	-	789	3050
STM4551	NC_003197.2	4809064	4810128	-	1065	3691
STM4552	NC_003197.2	4810372	4810615	+	244	785
STM4553	NC_003197.2	4810631	4810714	-	84	20
STM4554	NC_003197.2	4810749	4810832	-	84	18
STM4555	NC_003197.2	4810863	4810946	-	84	362
STM4556	NC_003197.2	4811156	4812196	-	1041	3644
STM4557	NC_003197.2	4812272	4812724	+	453	973
STM4558	NC_003197.2	4812649	4813115	+	467	747
STM4559	NC_003197.2	4813126	4813814	+	689	1918
STM4560	NC_003197.2	4813892	4815495	+	1604	5258
STM4561	NC_003197.2	4815884	4816514	+	631	2228
STM4562	NC_003197.2	4816621	4816804	+	184	635
STM4563	NC_003197.2	4816915	4818001	+	1087	3076
STM4564	NC_003197.2	4817987	4818771	+	785	2002
STM4565	NC_003197.2	4818804	4819667	-	864	2406
STM4566	NC_003197.2	4819639	4821201	-	1563	4422
STM4567	NC_003197.2	4821270	4822228	+	959	3045
STM4568	NC_003197.2	4822340	4823674	+	1335	4312
STM4569	NC_003197.2	4823715	4824949	+	1235	4188
STM4570	NC_003197.2	4825146	4825878	+	733	2771
STM4571	NC_003197.2	4825916	4826493	-	578	1634
STM4572	NC_003197.2	4826485	4828893	-	2409	6906
